id;guideword;hazard;detailed_scenario;hazardous_event;severity;severity_rationale
132;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on an empty highway at night""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
133;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a deserted country road""";"""CAEM produces a lateral motion request causing the vehicle to drift slightly to the left""";S0;The severity is S0 because the slight drift to the left happens without any hazards, leading to no collisions or injuries.
134;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a quiet village""";"""CAEM produces a lateral motion request causing the vehicle to move towards the curb""";S0;The severity is S0 as the vehicle's movement towards the curb occurs without any hazards, leading to no collisions or injuries.
135;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on an empty stretch of highway""";"""CAEM produces a lateral motion request causing the vehicle to change lanes unnecessarily""";S0;The severity is S0 as the lane change happens without any hazards, leading to no collisions or injuries.
136;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a suburban road early in the morning""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
137;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through an empty industrial area""";"""CAEM produces a lateral motion request causing the vehicle to move slightly within its lane""";S0;The severity is S0 because the slight movement within the lane does not result in a collision or injury, given the absence of other vehicles or obstacles.
138;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a school zone during a holiday""";"""CAEM produces a lateral motion request causing the vehicle to move towards the sidewalk""";S0;The severity is S0 as the vehicle's movement towards the sidewalk happens without any hazards, leading to no collisions or injuries.
139;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a tunnel with no other vehicles""";"""CAEM produces a lateral motion request causing the vehicle to change lanes""";S0;The severity is S0 as the lane change occurs without any hazards, leading to no collisions or injuries.
140;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with no other vehicles""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
141;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a deserted city center""";"""CAEM produces a lateral motion request causing the vehicle to drift slightly to the left""";S0;The severity is S0 as the slight drift to the left happens without any hazards, leading to no collisions or injuries.
142;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a quiet neighborhood during the day""";"""CAEM produces a lateral motion request causing the vehicle to move towards the curb""";S0;The severity is S0 as the vehicle's movement towards the curb occurs without any hazards, leading to no collisions or injuries.
143;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with no other vehicles""";"""CAEM produces a lateral motion request causing the vehicle to move slightly within its lane""";S0;The severity is S0 because the slight movement within the lane does not result in a collision or injury, given the absence of other vehicles or obstacles.
144;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area during early morning""";"""CAEM produces a lateral motion request causing the vehicle to change lanes""";S0;The severity is S0 as the lane change happens without any hazards, leading to no collisions or injuries.
145;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through an empty parking garage""";"""CAEM produces a lateral motion request causing the vehicle to move towards the shoulder""";S0;The severity is S0 as the vehicle's movement towards the shoulder occurs without any hazards, leading to no collisions or injuries.
146;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a country road with no traffic""";"""CAEM produces a lateral motion request causing the vehicle to drift slightly to the right""";S0;The severity is S0 as the slight drift to the right happens without any hazards, leading to no collisions or injuries.
147;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a deserted commercial area""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
148;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a suburban street with no other vehicles""";"""CAEM produces a lateral motion request causing the vehicle to change lanes unnecessarily""";S0;The severity is S0 as the lane change happens without any hazards, leading to no collisions or injuries.
149;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway with clear weather and no traffic""";"""CAEM produces a lateral motion request causing the vehicle to move towards the shoulder""";S0;The severity is S0 as the vehicle's movement towards the shoulder occurs without any hazards, leading to no collisions or injuries.
150;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through an empty industrial park""";"""CAEM produces a lateral motion request causing the vehicle to move slightly to the left""";S0;The severity is S0 as the slight movement to the left happens without any hazards, leading to no collisions or injuries.
151;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a suburban road during late night""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
152;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with clear visibility and no traffic""";"""CAEM produces a lateral motion request causing the vehicle to move slightly towards the curb""";S0;The severity is S0 as the vehicle's slight movement towards the curb occurs without any hazards, leading to no collisions or injuries.
153;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on an empty stretch of rural road""";"""CAEM produces a lateral motion request causing the vehicle to drift slightly to the left""";S0;The severity is S0 because the slight drift to the left happens without any hazards, leading to no collisions or injuries.
154;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a quiet suburban street""";"""CAEM produces a lateral motion request causing the vehicle to move towards the shoulder""";S0;The severity is S0 as the vehicle's movement towards the shoulder occurs without any hazards, leading to no collisions or injuries.
155;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a highway during early morning hours""";"""CAEM produces a lateral motion request causing the vehicle to move towards the median""";S0;The severity is S0 as the vehicle's movement towards the median occurs without any hazards, leading to no collisions or injuries.
156;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a residential area with no traffic""";"""CAEM produces a lateral motion request causing the vehicle to drift slightly to the right""";S0;The severity is S0 as the slight drift to the right happens without any hazards, leading to no collisions or injuries.
157;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through an empty tunnel""";"""CAEM produces a lateral motion request causing the vehicle to change lanes unnecessarily""";S0;The severity is S0 as the lane change happens without any hazards, leading to no collisions or injuries.
158;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight rural road""";"""CAEM produces a lateral motion request causing the vehicle to move towards the shoulder""";S0;The severity is S0 as the vehicle's movement towards the shoulder occurs without any hazards, leading to no collisions or injuries.
159;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on an empty suburban street""";"""CAEM produces a lateral motion request causing the vehicle to move slightly within its lane""";S0;The severity is S0 because the vehicle's slight movement within its lane does not result in a collision or injury, given the absence of other vehicles or obstacles.
160;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a quiet urban area""";"""CAEM produces a lateral motion request causing the vehicle to move towards the curb""";S0;The severity is S0 as the vehicle's movement towards the curb occurs without any hazards, leading to no collisions or injuries.
161;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a car parked illegally on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the parked car""";S1; The severity of the hazardous event is predicted as S1, indicating light and moderate injuries. This is based on the scenario where CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a parked car. Given the nature of the event, the impact speed is likely to be low as it involves a parked car, and the persons involved would likely be the driver or passengers of the ego vehicle. The severity is not higher as the collision is not with a moving vehicle or a narrow stationary object at high speed, which would lead to more severe injuries.
162;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Sharp downhill curve with low friction due to wet road conditions and a car parked on the side""";"""CAEM fails to produce a lateral motion request causing the vehicle to collide with the parked car""";S1; The CAEM failure causing the vehicle to collide with a parked car would most likely result in light to moderate injuries. This is because the impact speed would be relatively low given that the vehicle is not being propelled laterally at high speeds, and the parked car would absorb some of the impact. Furthermore, the vehicle's safety systems (airbags, seatbelts) would also mitigate the severity of the injuries.
163;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Sharp downhill curve with low friction due to wet road conditions and debris on the road""";"""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris"" is predicted as S1. This is because, as per the provided severity classes, the collision with debris due to the failure of CAEM to produce a lateral motion request can be equated to a side impact with a narrow stationary object (the debris) at a very low speed. This is assuming that the vehicle was not at a high speed when the event occurred. Therefore, the severity is likely to result in light and moderate injuries, which falls under the S1 category."
164;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with signalized pedestrian crosswalks on a multi-lane street and a bicycle is crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into a parked car""";S1;The severity of the hazardous event where CAEM produces a lateral motion request causing the vehicle to swerve into a parked car is predicted as S1. This is because the event involves a collision with a stationary object (parked car) at a potentially low speed, which may lead to light and moderate injuries. The impact speed is likely not high enough to cause severe or life-threatening injuries, as the vehicle is swerving rather than directly colliding at high speed. However, the severity could be higher if there are unprotected road users nearby or passengers in the parked car.
165;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, debris on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned. However, the sudden swerve might cause discomfort or minor injuries to the passengers or driver of the ego vehicle. The severity is not higher because there's no mention of a collision with other vehicles or pedestrians, and the passenger compartment deformation is unlikely in this scenario.
166;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a car suddenly brakes in front""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1; The severity of the hazardous event, where CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane, is predicted as S1. This is because the event involves a sudden change in the vehicle's direction, which could potentially lead to a collision with another vehicle or roadside infrastructure, causing light to moderate injuries. However, the severity may not escalate to S2 or S3 as the impact speed might not be high enough to cause severe or life-threatening injuries, given that the event is triggered by a lateral motion request and not a high-speed chase or a head-on collision scenario.
167;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Approaching a roundabout with debris on the road""";"""CAEM fails to produce a lateral motion request, leading to a collision with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request, leading to a collision with the debris"" is predicted as S1. This is based on the assumption that the debris collision would be similar to a side impact with a narrow stationary object at very low speed, which is an example given for S1 severity class. The impact speed is predicted to be low due to the failure of the CAEM to produce a lateral motion request, suggesting that the vehicle was not in a high-speed scenario. The severity is not higher since the collision is with debris, not a pedestrian or another vehicle, reducing the potential for harm to persons involved."
168;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks, a large object falls off a truck ahead and lands on the road""";"""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the fallen object""";S1; The CAEM's failure to produce a lateral motion request to avoid a collision with a fallen object could lead to a front collision with the object at a very low speed, which might result in light and moderate injuries (S1) to the driver or passengers of the ego vehicle. The impact speed and severity could be lower due to the possibility of the driver manually steering away from the object or the vehicle's automatic braking system activating upon detecting the obstacle.
169;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Vehicle entering a roundabout with debris on the road""";"""CAEM fails to produce a lateral motion request causing a collision with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request causing a collision with the debris"" is predicted as S1, indicating light to moderate injuries. This is because the accident involves a collision with debris, not with another vehicle or pedestrian, and it is assumed that the impact speed is relatively low given the lack of a lateral motion request. The severity could be higher if the debris is large or the vehicle is moving at a high speed, but without additional information, the severity is estimated to be at the lower end of the scale."
170;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Sharp downhill curve with low friction due to wet road conditions and a car parked on the side""";"""CAEM fails to produce a lateral motion request causing the vehicle to collide with the parked car""";S1; The CAEM failure causing the vehicle to collide with a parked car would most likely result in light to moderate injuries. This is because the impact speed would be relatively low given that the vehicle is not being propelled laterally at high speeds, and the parked car would absorb some of the impact. Furthermore, the vehicle's safety systems (airbags, seatbelts) would also mitigate the severity of the injuries.
171;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Sharp downhill curve with low friction due to wet road conditions and debris on the road""";"""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris"" is predicted as S1. This is because, as per the provided severity classes, the collision with debris due to the failure of CAEM to produce a lateral motion request can be equated to a side impact with a narrow stationary object (the debris) at a very low speed. This is assuming that the vehicle was not at a high speed when the event occurred. Therefore, the severity is likely to result in light and moderate injuries, which falls under the S1 category."
172;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a large object falls from a vehicle ahead""";"""CAEM fails to produce a lateral motion request causing a collision with the fallen object""";S1;The CAEM failure to produce a lateral motion request leading to a collision with a fallen object would likely result in light to moderate injuries. This is because the impact speed would be relatively low due to the vehicle's inability to swerve, and the collision would likely be with a stationary object, similar to a passenger car crashing into a tree at very low speed. However, the severity could be higher if there are unprotected road users nearby or if the fallen object is large or heavy.
173;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Moving through a tunnel in a one-way street with a bike lane and signalized intersections, a large debris falls from the tunnel ceiling""";"""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request causing the vehicle to collide with the debris"" is predicted as S1. This is because the event describes a situation where the vehicle collides with debris, which can be considered a stationary object. The severity of the impact is likely to be light to moderate, as the debris is unlikely to cause significant deformation to the passenger compartment. The impact speed is also likely to be low, as the scenario does not specify any high-speed conditions. Therefore, the severity is assigned to S1, which represents light and moderate injuries."
174;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking, a car is parked illegally on the curve""";"""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the parked car""";S1; The CAEM failing to produce a lateral motion request to avoid a collision with a parked car would likely result in a front collision at a very low speed. This scenario falls under severity class S1 as it would likely cause light to moderate injuries, similar to a passenger car crashing into a stationary object at very low speed. The impact speed would be low due to the vehicle's inability to execute a lateral motion, hence the severity is not higher.
175;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking, a large rock has fallen onto the road""";"""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the rock""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the rock"" is predicted as S1. This is because the failure to produce a lateral motion request could result in a collision with the rock, which might cause light to moderate injuries depending on the impact speed. However, it is unlikely to cause severe or life-threatening injuries as the ego vehicle would not be colliding with another vehicle or unprotected road user, and the impact speed would likely be lower than in scenarios involving other moving vehicles. The severity is not S0 as there could be damage to the vehicle and potential injuries to the occupants."
176;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Approaching a roundabout with debris on the road""";"""CAEM fails to produce a lateral motion request, leading to a collision with the debris""";S1;" The severity of the hazardous event where ""CAEM fails to produce a lateral motion request, leading to a collision with the debris"" is predicted as S1. This is based on the assumption that the debris collision would be similar to a side impact with a narrow stationary object at very low speed, which is an example given for S1 severity class. The impact speed is predicted to be low due to the failure of the CAEM to produce a lateral motion request, suggesting that the vehicle was not in a high-speed scenario. The severity is not higher since the collision is with debris, not a pedestrian or another vehicle, reducing the potential for harm to persons involved."
177;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane, a large boulder rolls onto the road from the uphill side""";"""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the boulder""";S1; The CAEM's failure to produce a lateral motion request to avoid a collision with the boulder implies that the ego vehicle may collide with the boulder. However, considering that the boulder is a stationary object and assuming that the ego vehicle is not at an excessively high speed, the impact may cause light to moderate injuries to the driver or passengers, but not severe or life-threatening injuries. Therefore, the severity is predicted as S1.
178;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Scenario: Navigating a downhill road with a pedestrian crossing, a large rock falls from the tunnel ceiling""";"""Hazardous Event: CAEM fails to produce a lateral motion request, leading to a potential collision with the rock""";S1; The severity of the hazardous event is predicted as S1 because the failure of CAEM to produce a lateral motion request may lead to a collision with the rock. However, considering the scenario, the impact speed might not be very high, which could result in light to moderate injuries, such as bruises or fractures, but not life-threatening. The severity is not higher because there is no indication of high speed or involvement of unprotected road users like pedestrians or cyclists.
179;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Scenario: A large piece of debris falls from a nearby building onto the road in front of the ego vehicle""";"""Hazardous Event: CAEM fails to produce a lateral motion request, leading to a potential collision with the debris""";S1;The severity is predicted as S1 because the failure of CAEM to produce a lateral motion request could lead to a collision with the debris, which might result in light to moderate injuries depending on the speed and size of the debris. However, since there is no direct threat to life as in the case of a collision with another vehicle or pedestrian, it does not fall into the higher severity categories.
180;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks, a large object falls off a truck ahead and lands on the road""";"""CAEM fails to produce a lateral motion request when it is necessary to avoid a collision with the fallen object""";S1; The CAEM's failure to produce a lateral motion request to avoid a collision with a fallen object could lead to a front collision with the object at a very low speed, which might result in light and moderate injuries (S1) to the driver or passengers of the ego vehicle. The impact speed and severity could be lower due to the possibility of the driver manually steering away from the object or the vehicle's automatic braking system activating upon detecting the obstacle.
181;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Vehicle entering a roundabout with debris on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into debris on the road""";S1; The hazardous event involves the vehicle swerving into debris on the road due to a lateral motion request by CAEM. This event does not involve collision with other vehicles or unprotected road users, and the impact speed would be determined by the vehicle's speed at the time of the event. The severity is predicted as S1, as the event could lead to light and moderate injuries due to possible impact with the vehicle interior during the swerve, similar to a side impact with a narrow stationary object at very low speed. However, severe or life-threatening injuries are unlikely as there is no collision with other vehicles or objects that could cause passenger compartment deformation.
182;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a car parked illegally on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the parked car""";S1; The severity of the hazardous event is predicted as S1, indicating light and moderate injuries. This is based on the scenario where CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a parked car. Given the nature of the event, the impact speed is likely to be low as it involves a parked car, and the persons involved would likely be the driver or passengers of the ego vehicle. The severity is not higher as the collision is not with a moving vehicle or a narrow stationary object at high speed, which would lead to more severe injuries.
183;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with signalized pedestrian crosswalks on a multi-lane street and a bicycle is crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into a parked car""";S1;The severity of the hazardous event where CAEM produces a lateral motion request causing the vehicle to swerve into a parked car is predicted as S1. This is because the event involves a collision with a stationary object (parked car) at a potentially low speed, which may lead to light and moderate injuries. The impact speed is likely not high enough to cause severe or life-threatening injuries, as the vehicle is swerving rather than directly colliding at high speed. However, the severity could be higher if there are unprotected road users nearby or passengers in the parked car.
184;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, pedestrian crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
185;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, debris on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned. However, the sudden swerve might cause discomfort or minor injuries to the passengers or driver of the ego vehicle. The severity is not higher because there's no mention of a collision with other vehicles or pedestrians, and the passenger compartment deformation is unlikely in this scenario.
186;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, no other road users or objects""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily""";S1; The hazardous event involves a lateral motion request causing the vehicle to swerve unnecessarily, which could potentially lead to a collision with a roadside infrastructure or another vehicle. However, given the absence of specific factors such as high speed, the likelihood of severe or fatal injuries is relatively low. Therefore, the predicted severity is S1, indicating light to moderate injuries.
187;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a truck is parked in the parking lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the truck when there is no hazardous collision object""";S1; The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve into the truck does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
188;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a car is driving in the same direction in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the car when there is no hazardous collision object""";S1; The hazardous event involves a lateral motion request causing the vehicle to swerve into another car, which can be classified as a front collision with another vehicle at potentially low speed. Since there is no hazardous collision object involved, it is unlikely to cause severe or life-threatening injuries. Therefore, the severity is predicted as S1, which corresponds to light and moderate injuries. The impact speed would be determined by the maximum allowed speed of the vehicles involved and the specific circumstances of the scenario. However, given the information provided, severe or life-threatening injuries are not anticipated.
189;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a car suddenly brakes in front""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1; The severity of the hazardous event, where CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane, is predicted as S1. This is because the event involves a sudden change in the vehicle's direction, which could potentially lead to a collision with another vehicle or roadside infrastructure, causing light to moderate injuries. However, the severity may not escalate to S2 or S3 as the impact speed might not be high enough to cause severe or life-threatening injuries, given that the event is triggered by a lateral motion request and not a high-speed chase or a head-on collision scenario.
190;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a pedestrian suddenly crosses the road""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1;" The severity of the hazardous event where ""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane"" is predicted to be S1. This is based on the assumption that the swerve into the next lane might result in a rear or front collision with another passenger car at a very low speed, which is an example of a situation that leads to light and moderate injuries. The impact speed is predicted to be low due to the immediate reaction of the ego vehicle to the lateral motion request, and the potential victims could be the driver or passengers of the ego vehicle or of the other vehicles in the next lane."
191;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a truck is broken down in the lane ahead""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S1; The hazardous event involves a lateral motion request by the CAEM causing the ego vehicle to swerve into the next lane. This could potentially result in light to moderate injuries, especially if there are other vehicles in the next lane. The severity class is predicted as S1 because the event might lead to a side impact with another vehicle, but considering the maximum allowed speed and the nature of the event, it is unlikely to cause severe or life-threatening injuries. However, the severity may increase if the ego vehicle is traveling at high speed or if there are unprotected road users in the next lane.
192;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with stationary broken-down vehicle"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with stationary vehicle;S1; The hazardous event involves a collision with a stationary vehicle due to unnecessary lateral motion by CAEM, which could potentially cause light to moderate injuries to the driver or passengers involved. This is based on the impact speed and the fact that the collision is with a stationary vehicle, not involving any unprotected road users such as pedestrians or cyclists.
193;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a car parked on the side of the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the parked car""";S1; The hazardous event involves a lateral motion request by CAEM causing the vehicle to swerve into a parked car. Given the scenario, the impact speed is likely to be low as the vehicle is swerving rather than colliding head-on. The severity is predicted as S1, indicating light to moderate injuries, as the event is akin to a side impact with a stationary object at low speed. The individuals involved in this accident are likely to be the driver or passengers of the ego vehicle, who could sustain injuries from the sudden swerve and impact.
194;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A pedestrian suddenly crosses the road from the emergency lane on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the pedestrian""";S1; The severity of the hazardous event is predicted as S1 considering that the CAEM's unnecessary lateral motion request caused the vehicle to swerve into another lane. This could potentially result in light to moderate injuries due to a possible collision with another vehicle. The severity is not higher as the maximum allowed speed of the vehicles involved is not stated to be high, and there was no direct impact with a pedestrian or stationary object.
195;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A car in front suddenly brakes on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the emergency lane when there was no need to avoid the car""";S1;The hazardous event involves a sudden swerve into the emergency lane due to a malfunction of the CAEM system. This could potentially cause a collision with roadside infrastructure, such as barriers or emergency signs, leading to light and moderate injuries to the driver or passengers. However, considering there was no need to avoid another vehicle, the impact speed is likely to be low, and the severity of injuries is not expected to be severe or life-threatening.
196;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A truck is slowly moving in the same direction on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the truck""";S1; The hazardous event produced by CAEM caused the vehicle to swerve into another lane unnecessarily, which could potentially lead to light and moderate injuries due to a possible collision with another vehicle. The severity is predicted as S1 based on the assumption that the impact speed would be relatively low as the vehicle is changing lanes, and the potential harm is estimated to be less severe than a head-on collision or a high-speed crash.
